Epsiode Cummulative Reward: 728.7313299775124, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1148.507445216179, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 779.9440177679062, Episode Timestpes: 1515,
Epsiode Cummulative Reward: 1695.8955019712448, Episode Timestpes: 2672,
Epsiode Cummulative Reward: 1.3113021850585938e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 854.6641689538956, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 359.3283563256264, Episode Timestpes: 383,
Epsiode Cummulative Reward: -7.271766662597656e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1849.533556818962, Episode Timestpes: 1581,
Epsiode Cummulative Reward: 308.1156677007675, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1161.8318992853165, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2769.424460053444, Episode Timestpes: 3239,
Epsiode Cummulative Reward: 861.3805770874023, Episode Timestpes: 4500,
Epsiode Cummulative Reward: -4.410743713378906e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 3.3581995964050293, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 10.913157999515533, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 815.2052121162415, Episode Timestpes: 547,
Epsiode Cummulative Reward: 870.6156693100929, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 423.1343203186989, Episode Timestpes: 2781,
Epsiode Cummulative Reward: 760.563333272934, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1216.5111862421036, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1173.694011926651, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 117.53731083869934, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1002.4253510832787, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 443.2835629582405, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 695.0843374729156, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1649.7201176285744, Episode Timestpes: 3550,
Epsiode Cummulative Reward: 890.6818327307701, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 85.63433134555817, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 116.69775807857513, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1601.7162051200867, Episode Timestpes: 4185,
Epsiode Cummulative Reward: 896.6417756676674, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 839.5522171854973, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 743.8432690501213, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1183.7686322927475, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 791.697747528553, Episode Timestpes: 1382,
Epsiode Cummulative Reward: 831.1566970944405, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 727.0522105693817, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1167.708214700222, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 822.7611781954765, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1658.8004600405693, Episode Timestpes: 2920,
Epsiode Cummulative Reward: 1214.8320810198784, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1164.350297987461, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1593.4701192378998, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2.5186447501182556, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1694.2164015769958, Episode Timestpes: 2238,
Epsiode Cummulative Reward: 983.0239560008049, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 776.5133458971977, Episode Timestpes: 3756,
Epsiode Cummulative Reward: 2226.2848446965218, Episode Timestpes: 2680,
Epsiode Cummulative Reward: 1226.585804283619, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1145.9887883663177, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 444.12312895059586, Episode Timestpes: 2322,
Epsiode Cummulative Reward: 2132.462658405304, Episode Timestpes: 2364,
Epsiode Cummulative Reward: 615.3917701840401, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2110.6343041062355, Episode Timestpes: 2459,
Epsiode Cummulative Reward: 1679.9440131783485, Episode Timestpes: 1563,
Epsiode Cummulative Reward: 1108.2089465856552, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 454.1977617740631, Episode Timestpes: 810,
Epsiode Cummulative Reward: 1035.0713075399399, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2108.9551963210106, Episode Timestpes: 3310,
Epsiode Cummulative Reward: 1178.731324493885, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 865.5783334970474, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2100.5596820116043, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 732.0895346999168, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1215.6716264486313, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1225.7462565302849, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1637.9664056301117, Episode Timestpes: 2692,
Epsiode Cummulative Reward: 1641.3246108293533, Episode Timestpes: 3453,
Epsiode Cummulative Reward: 1425.5596901774406, Episode Timestpes: 2685,
Epsiode Cummulative Reward: 1181.249982535839, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 426.4925325512886, Episode Timestpes: 103,
Epsiode Cummulative Reward: 1106.426598072052, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 326.58581578731537, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1141.791016280651, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 748.8805829286575, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 660.7275933623314, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 633.0223782658577, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 430.6902689933777, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2188.712666988373, Episode Timestpes: 4379,
Epsiode Cummulative Reward: 94.02107149362564, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 439.92536848783493, Episode Timestpes: 240,
Epsiode Cummulative Reward: 1652.2387785315514, Episode Timestpes: 1704,
Epsiode Cummulative Reward: 2164.365657746792, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 853.7449254393578, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2747.8544451594353, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 834.5148963332176, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2691.35337215662, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 863.8992379307747, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1151.758190214634, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2764.387606859207, Episode Timestpes: 3961,
Epsiode Cummulative Reward: 2234.0484830141068, Episode Timestpes: 3353,
Epsiode Cummulative Reward: 1234.866103887558, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2765.4850367307663, Episode Timestpes: 2828,
Epsiode Cummulative Reward: 2190.3917570114136, Episode Timestpes: 3521,
Epsiode Cummulative Reward: 344.2164121866226, Episode Timestpes: 1054,
Epsiode Cummulative Reward: 2242.4440069794655, Episode Timestpes: 2032,
Epsiode Cummulative Reward: 1201.3992270231247, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 378.60273015499115, Episode Timestpes: 3833,
Epsiode Cummulative Reward: 1676.5858073234558, Episode Timestpes: 2469,
Epsiode Cummulative Reward: 1365.9514756798744, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2786.21393764019, Episode Timestpes: 2023,
Epsiode Cummulative Reward: 1203.9178926348686, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1635.4477413892746, Episode Timestpes: 2279,
Epsiode Cummulative Reward: 1429.7574459314346, Episode Timestpes: 4210,
Epsiode Cummulative Reward: 95.70895409584045, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1210.5213591456413, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2226.284805417061, Episode Timestpes: 2404,
Epsiode Cummulative Reward: 2771.9428332448006, Episode Timestpes: 4456,
Epsiode Cummulative Reward: 2104.7574278712273, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1428.9178869724274, Episode Timestpes: 3209,
Epsiode Cummulative Reward: 2234.0484733581543, Episode Timestpes: 3742,
Epsiode Cummulative Reward: 2771.1034073233604, Episode Timestpes: 4274,
Epsiode Cummulative Reward: 1145.9887889027596, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2767.164153754711, Episode Timestpes: 2673,
Epsiode Cummulative Reward: 2156.809677839279, Episode Timestpes: 4346,
Epsiode Cummulative Reward: 2218.936540722847, Episode Timestpes: 3315,
Epsiode Cummulative Reward: 1638.8059465289116, Episode Timestpes: 3170,
Epsiode Cummulative Reward: 1017.5372994542122, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1213.9925183057785, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1675.7462509274483, Episode Timestpes: 1944,
Epsiode Cummulative Reward: 2207.1828102469444, Episode Timestpes: 2604,
Epsiode Cummulative Reward: 2238.246244251728, Episode Timestpes: 2468,
Epsiode Cummulative Reward: 1174.533566057682, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2772.2014496326447, Episode Timestpes: 3676,
Epsiode Cummulative Reward: 408.0223823785782, Episode Timestpes: 685,
Epsiode Cummulative Reward: 1254.2910231351852, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1645.5223628878593, Episode Timestpes: 3817,
Epsiode Cummulative Reward: 2194.589525103569, Episode Timestpes: 1792,
Epsiode Cummulative Reward: 823.6007277369499, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1241.5818768143654, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1261.8469990491867, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 882.3693849444389, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1687.4999836087227, Episode Timestpes: 1554,
Epsiode Cummulative Reward: 1246.7350539565086, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1150.186546266079, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1685.6636129021645, Episode Timestpes: 3465,
Epsiode Cummulative Reward: 2763.548102617264, Episode Timestpes: 4383,
Epsiode Cummulative Reward: 1658.9551960229874, Episode Timestpes: 3809,
Epsiode Cummulative Reward: 2218.096994936466, Episode Timestpes: 2210,
Epsiode Cummulative Reward: 397.10820388793945, Episode Timestpes: 492,
Epsiode Cummulative Reward: 2765.4850469231606, Episode Timestpes: 1584,
Epsiode Cummulative Reward: 1682.3056927919388, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1691.6977406740189, Episode Timestpes: 3591,
Epsiode Cummulative Reward: 1222.2740058898926, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1094.776105105877, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 380.31716203689575, Episode Timestpes: 210,
Epsiode Cummulative Reward: 447.4395994544029, Episode Timestpes: 617,
Epsiode Cummulative Reward: 2757.9290632009506, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1294.589518070221, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1222.3880373835564, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2762.9663843512535, Episode Timestpes: 3891,
Epsiode Cummulative Reward: 2764.6454810500145, Episode Timestpes: 4366,
Epsiode Cummulative Reward: 875.6529609560966, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1651.3992277383804, Episode Timestpes: 3777,
Epsiode Cummulative Reward: 2230.6902655363083, Episode Timestpes: 3539,
Epsiode Cummulative Reward: 1210.5213578939438, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2124.0671342611313, Episode Timestpes: 2520,
Epsiode Cummulative Reward: 2205.5037037730217, Episode Timestpes: 4455,
Epsiode Cummulative Reward: 1220.7089388370514, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1692.5372951030731, Episode Timestpes: 3058,
Epsiode Cummulative Reward: 1216.5111720561981, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2239.9253528118134, Episode Timestpes: 1785,
Epsiode Cummulative Reward: 1208.9551947116852, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2234.0484702587128, Episode Timestpes: 3338,
Epsiode Cummulative Reward: 1783.2089351415634, Episode Timestpes: 4028,
Epsiode Cummulative Reward: 2769.6827887892723, Episode Timestpes: 4035,
Epsiode Cummulative Reward: 1640.4850400090218, Episode Timestpes: 4276,
Epsiode Cummulative Reward: 895.8022180199623, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1659.794764816761, Episode Timestpes: 2864,
Epsiode Cummulative Reward: 1208.8424184918404, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2191.8663988113403, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2772.7823417186737, Episode Timestpes: 2902,
Epsiode Cummulative Reward: 442.44402039051056, Episode Timestpes: 1214,
Epsiode Cummulative Reward: 1222.3880314826965, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2797.388035416603, Episode Timestpes: 3255,
Epsiode Cummulative Reward: 1196.3619174957275, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2211.174268245697, Episode Timestpes: 4456,
Epsiode Cummulative Reward: 841.2313227653503, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1639.6455017924309, Episode Timestpes: 1972,
Epsiode Cummulative Reward: 2150.7321727871895, Episode Timestpes: 1969,
Epsiode Cummulative Reward: 2770.522357046604, Episode Timestpes: 2050,
Epsiode Cummulative Reward: 2764.6454741358757, Episode Timestpes: 4209,
Epsiode Cummulative Reward: 1678.2648968100548, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1180.4104279875755, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1.9073486328125e-05, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 4.291534423828125e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: -1.1920928955078125e-07, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 6.377696990966797e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 9.715557098388672e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: -4.76837158203125e-07, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 4.351139068603516e-06, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1.0669231414794922e-05, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 445.7606534957886, Episode Timestpes: 338,
Epsiode Cummulative Reward: 1264.365657031536, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1681.6231181621552, Episode Timestpes: 2221,
Epsiode Cummulative Reward: 1699.253702878952, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1637.966404736042, Episode Timestpes: 4342,
Epsiode Cummulative Reward: 1140.1119109392166, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1203.0783371329308, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1201.3992421627045, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2236.5671412348747, Episode Timestpes: 1866,
Epsiode Cummulative Reward: 3061.0074209570885, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2767.1641449332237, Episode Timestpes: 1265,
Epsiode Cummulative Reward: 1690.0186441540718, Episode Timestpes: 3446,
Epsiode Cummulative Reward: 377.7985035777092, Episode Timestpes: 895,
Epsiode Cummulative Reward: 1108.2089406847954, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1255.1305665373802, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2207.8164100050926, Episode Timestpes: 1889,
Epsiode Cummulative Reward: 364.36566537618637, Episode Timestpes: 2699,
Epsiode Cummulative Reward: 352.6119344830513, Episode Timestpes: 438,
Epsiode Cummulative Reward: 2767.1641439795494, Episode Timestpes: 1630,
Epsiode Cummulative Reward: 1224.067141354084, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1204.7574498057365, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1251.6556017398834, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2776.399208188057, Episode Timestpes: 2825,
Epsiode Cummulative Reward: 2250.839524447918, Episode Timestpes: 3031,
Epsiode Cummulative Reward: 1639.4925600290298, Episode Timestpes: 2112,
Epsiode Cummulative Reward: 2793.190254867077, Episode Timestpes: 4318,
Epsiode Cummulative Reward: 2771.103395164013, Episode Timestpes: 3324,
Epsiode Cummulative Reward: 2187.03355383873, Episode Timestpes: 3634,
Epsiode Cummulative Reward: 2798.227577328682, Episode Timestpes: 4114,
Epsiode Cummulative Reward: 2763.8059329390526, Episode Timestpes: 2772,
Epsiode Cummulative Reward: 2225.6529492735863, Episode Timestpes: 3096,
Epsiode Cummulative Reward: 1658.9552037715912, Episode Timestpes: 2682,
Epsiode Cummulative Reward: 1163.619379222393, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2777.2387561798096, Episode Timestpes: 3594,
Epsiode Cummulative Reward: 355.9701436161995, Episode Timestpes: 898,
Epsiode Cummulative Reward: 3062.6865133047104, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1169.4962496757507, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2214.7387724518776, Episode Timestpes: 2620,
Epsiode Cummulative Reward: 1176.2126496434212, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 3070.2424899339676, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2253.1479887366295, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 3018.1902567744255, Episode Timestpes: 2423,
Epsiode Cummulative Reward: 1646.3619195222855, Episode Timestpes: 881,
Epsiode Cummulative Reward: 1190.4850486516953, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 3008.9551755189896, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 774.0671406388283, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1207.1634948253632, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2211.174290895462, Episode Timestpes: 1969,
Epsiode Cummulative Reward: 2776.140244305134, Episode Timestpes: 2052,
Epsiode Cummulative Reward: 1695.0559379458427, Episode Timestpes: 2176,
Epsiode Cummulative Reward: 1200.5596814155579, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2814.1790664196014, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2213.0596851706505, Episode Timestpes: 1229,
Epsiode Cummulative Reward: 1675.589932858944, Episode Timestpes: 1714,
Epsiode Cummulative Reward: 1202.2387821674347, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 3045.0559306144714, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1760.5410227775574, Episode Timestpes: 1052,
Epsiode Cummulative Reward: 2192.7058447003365, Episode Timestpes: 3071,
Epsiode Cummulative Reward: 1223.952955007553, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2769.682797431946, Episode Timestpes: 2661,
Epsiode Cummulative Reward: 1685.8208761811256, Episode Timestpes: 890,
Epsiode Cummulative Reward: 1210.6343108415604, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2778.9178814888, Episode Timestpes: 3539,
Epsiode Cummulative Reward: 2196.2686247229576, Episode Timestpes: 3013,
Epsiode Cummulative Reward: 1174.5335686802864, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2812.4999638795853, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 4257.36934119463, Episode Timestpes: 3641,
Epsiode Cummulative Reward: 2491.7910081148148, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1648.0410307645798, Episode Timestpes: 4447,
Epsiode Cummulative Reward: 1258.488783121109, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2793.1902572512627, Episode Timestpes: 4093,
Epsiode Cummulative Reward: 2819.2163717746735, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2770.5223580002785, Episode Timestpes: 2872,
Epsiode Cummulative Reward: 2775.3007532954216, Episode Timestpes: 2455,
Epsiode Cummulative Reward: 2190.391764998436, Episode Timestpes: 1573,
Epsiode Cummulative Reward: 1651.3992339968681, Episode Timestpes: 2521,
Epsiode Cummulative Reward: 1681.4662689566612, Episode Timestpes: 1682,
Epsiode Cummulative Reward: 2797.3880261182785, Episode Timestpes: 2813,
Epsiode Cummulative Reward: 1634.6081865429878, Episode Timestpes: 1911,
Epsiode Cummulative Reward: 2202.1454976201057, Episode Timestpes: 2767,
Epsiode Cummulative Reward: 2768.003707945347, Episode Timestpes: 2214,
Epsiode Cummulative Reward: 2768.003692984581, Episode Timestpes: 2375,
Epsiode Cummulative Reward: 4653.638027369976, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2194.384777069092, Episode Timestpes: 2770,
Epsiode Cummulative Reward: 2232.161140501499, Episode Timestpes: 2037,
Epsiode Cummulative Reward: 2243.074300944805, Episode Timestpes: 3878,
Epsiode Cummulative Reward: 2202.1455026865005, Episode Timestpes: 4164,
Epsiode Cummulative Reward: 2767.164144396782, Episode Timestpes: 4195,
Epsiode Cummulative Reward: 2187.669009923935, Episode Timestpes: 3140,
Epsiode Cummulative Reward: 2765.485039949417, Episode Timestpes: 2220,
Epsiode Cummulative Reward: 1432.1424909830093, Episode Timestpes: 1654,
Epsiode Cummulative Reward: 1678.947839975357, Episode Timestpes: 1712,
Epsiode Cummulative Reward: 2192.9104129076004, Episode Timestpes: 3428,
Epsiode Cummulative Reward: 2795.708921253681, Episode Timestpes: 2712,
Epsiode Cummulative Reward: 2797.388029038906, Episode Timestpes: 1633,
Epsiode Cummulative Reward: 1881.2610418200493, Episode Timestpes: 3228,
Epsiode Cummulative Reward: 2771.3619081377983, Episode Timestpes: 2495,
Epsiode Cummulative Reward: 1648.0410150885582, Episode Timestpes: 1772,
Epsiode Cummulative Reward: 4902.984993994236, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2196.2686299085617, Episode Timestpes: 3929,
Epsiode Cummulative Reward: 1669.8693815469742, Episode Timestpes: 2606,
Epsiode Cummulative Reward: 2193.7499762177467, Episode Timestpes: 1269,
Epsiode Cummulative Reward: 1688.182046175003, Episode Timestpes: 587,
Epsiode Cummulative Reward: 1689.1790642142296, Episode Timestpes: 2592,
Epsiode Cummulative Reward: 2234.048469364643, Episode Timestpes: 3601,
Epsiode Cummulative Reward: 1647.2014708518982, Episode Timestpes: 1915,
Epsiode Cummulative Reward: 2775.3007839918137, Episode Timestpes: 3747,
Epsiode Cummulative Reward: 1216.5111606121063, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2796.5484712719917, Episode Timestpes: 1911,
Epsiode Cummulative Reward: 5011.659238278866, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2776.140236854553, Episode Timestpes: 2558,
Epsiode Cummulative Reward: 2778.0783229470253, Episode Timestpes: 2309,
Epsiode Cummulative Reward: 1643.8432610034943, Episode Timestpes: 3323,
Epsiode Cummulative Reward: 1644.6828069090843, Episode Timestpes: 2005,
Epsiode Cummulative Reward: 1694.0583434700966, Episode Timestpes: 1892,
Epsiode Cummulative Reward: 2765.4850407242775, Episode Timestpes: 2514,
Epsiode Cummulative Reward: 2796.548485815525, Episode Timestpes: 3327,
Epsiode Cummulative Reward: 2194.384830355644, Episode Timestpes: 1222,
Epsiode Cummulative Reward: 1684.1417741775513, Episode Timestpes: 1177,
Epsiode Cummulative Reward: 2215.578329026699, Episode Timestpes: 3949,
Epsiode Cummulative Reward: 1645.5223623514175, Episode Timestpes: 3266,
Epsiode Cummulative Reward: 1654.757438480854, Episode Timestpes: 4225,
Epsiode Cummulative Reward: 5525.093221187592, Episode Timestpes: 3146,
Epsiode Cummulative Reward: 1638.8059574365616, Episode Timestpes: 1425,
Epsiode Cummulative Reward: 4978.080306351185, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 2776.3992079496384, Episode Timestpes: 3495,
Epsiode Cummulative Reward: 3144.1231071949005, Episode Timestpes: 1347,
Epsiode Cummulative Reward: 1691.6977387666702, Episode Timestpes: 3202,
Epsiode Cummulative Reward: 2773.8805623054504, Episode Timestpes: 1957,
Epsiode Cummulative Reward: 2773.041005194187, Episode Timestpes: 3116,
Epsiode Cummulative Reward: 2785.634297311306, Episode Timestpes: 1135,
Epsiode Cummulative Reward: 2965.2984766364098, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 4947.019725322723, Episode Timestpes: 4500,
Epsiode Cummulative Reward: 1640.485054075718, Episode Timestpes: 1253,
Epsiode Cummulative Reward: 2219.77608948946, Episode Timestpes: 2809,
Epsiode Cummulative Reward: 1643.003702700138, Episode Timestpes: 1381,
Epsiode Cummulative Reward: 2797.3880140781403, Episode Timestpes: 3390,
Epsiode Cummulative Reward: 2795.708930373192, Episode Timestpes: 3733,
Epsiode Cummulative Reward: 2793.1902738809586, Episode Timestpes: 2896,
Epsiode Cummulative Reward: 2206.9769254922867, Episode Timestpes: 1870,
Epsiode Cummulative Reward: 1686.5030772686005, Episode Timestpes: 2688,
